,firstName,lastName,serviceAddress
0,Grant,Isaac,"{'line1': '2121 - 11th Street West', 'city': 'Saskatoon', 'subdivisionCode': 'SK', 'subdivisionName': 'Saskatchewan', 'postalCode': 'S7M 1J3', 'countryCode': 'CA', 'countryName': 'Canada'}"
1,Sean,Quinn,"{'line1': '2121 - 11th Street West', 'city': 'Saskatoon', 'subdivisionCode': 'SK', 'subdivisionName': 'Saskatchewan', 'postalCode': 'S7M 1J3', 'countryCode': 'CA', 'countryName': 'Canada'}"
