,firstName,lastName,serviceAddress
0,Cynthia,Savard Saucier,"{'line1': ""c/o 151 O'Connor Street"", 'line2': 'Ground Floor', 'city': 'Ottawa', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'K2P 2L8', 'countryCode': 'CA', 'countryName': 'Canada'}"
1,Darryl,Arvai,"{'line1': ""c/o 151 O'Connor Street"", 'line2': 'Ground Floor', 'city': 'Ottawa', 'subdivisionCode': 'ON', 'subdivisionName': 'Ontario', 'postalCode': 'K2P 2L8', 'countryCode': 'CA', 'countryName': 'Canada'}"
